song_name,artist,lyrics,emotion
Serba Salah,Raisa," 

Harus ku akui
Semuanya telah berbeda
Lelah menjalani
Semua serba salah

Apalagi salahku
Apalagi salahmu
Ku tak mengerti
Apalagi salahku
Apalagi salahmu
Apalagi

Sudah
Lupakan segala cerita
Antara kita
Ku tak ingin, ku tak ingin, ku tak ingin
Kau terluka
Karena cinta

Lelah menjalani
Semua serba salah

Apalagi salahku
Apalagi salahmu
Ku tak mengerti
Apalagi salahku
Apalagi salahmu
Apalagi
You might also likeSudah
Lupakan segala cerita
Antara kita
Ku tak ingin, ku tak ingin, ku tak ingin
Kau terluka
Karena cinta

Bukan
Karena rasa itu t'lah sirna
Maafkanlah
Ku hanya tak ingin
Ku tak ingin, ku tak ingin
Ku terluka
Karena cinta

Ohh
Bukan ku tak berharap
Kembali padamu
Tapi pahami
Ku tak ingin
Ku tak ingin terluka

Sudah
Lupakan segala cerita
Antara kita
Ku tak ingin, ku tak ingin, ku tak ingin
Kau terluka
Karena cinta
Bukan
Karena rasa itu t'lah sirna
Maafkanlah
Kuhanya tak ingin
Ku tak ingin, ku tak ingin
Ku terluka
Karena cinta",1
Mengenangmu,Kerispatih,"Aku berjalan di dalam kesendirian
Aku mencoba tak mengingatmu dan mengenangmu
Aku t'lah hancur lebih dari berkeping-keping
Karena cintaku karena rasaku, yang tulus padamu

Begitu dalamnya aku terjatuh
Dalam kesalahan rasa ini

Jujur aku tak sanggup, aku tak bisa
Aku tak mampu dan aku tertatih
Semuanya yang pernah kita lewati
Tak mungkin dapat ku dustai
Meskipun harus tertatih

Begitu dalamnya aku terjatuh
Dalam kesalahan rasa ini

Uu wooo oo

Jujur aku tak sanggup, aku tak bisa
Aku tak mampu dan aku tertatih
Semuanya yang pernah kita lewati
Tak mungkin dapat ku dustai
Meskipun harus tertatih

Aku tak sanggup, aku tak bisa
Aku tak mampu, dan aku tertatih
Semua yang pernah kita lewati
Tak mungkin dapat ku dustai
Meskipun harus tertatihYou might also like",0
Beranjak Dewasa,Nadin Amizah,"Lirik ""Beranjak Dewasa""

 
Pada akhirnya ini semua
Hanyalah permulaan
Pada akhirnya kami semua
Berkawan dengan sebentar

 
Berbaring tersentak tertawa
Tertawa dengan air mata
Mengingat bodohnya dunia
Dan kita yang masih saja
Berusaha

 
Kita beranjak dewasa
Jauh terburu seharusnya
Bagai bintang yang jatuh
Jauh terburu waktu
Mati lebih cepat
Mati lebih cepat

Kita beranjak dewasa
Jauh terburu seharusnya
Bagai bintang yang jatuh
Jauh terburu waktu
Mati lebih cepat
Mati lebih cepat
You might also like 
Pada akhirnya
Tirai tertutup
Pemeran harus menunduk
Pada akhirnya
Aku berdoa
Namaku akan kau bawa

 
Berbaring tersentak tertawa
Tertawa dengan air mata
Mengingat bodohnya dunia
Dan kita yang masih saja
Berusaha

 
Kita beranjak dewasa
Jauh terburu seharusnya
Bagai bintang yang jatuh
Jauh terburu waktu
Mati lebih cepat
Mati lebih cepat

Kita beranjak dewasa
Jauh terburu seharusnya
Bagai bintang yang jatuh
Jauh terburu waktu
Mati lebih cepat
Mati lebih cepat
Kita beranjak dewasa
Jauh terburu seharusnya
Oh, oh-oh-oh-oh, oh
Oh, oh
Oh, oh

 
Pada akhirnya ini semua
Hanyalah permulaan1",0
Kasur Tidur,Idgitaf," 

 
Malam-malam siap pulang
Membasuhkan diri dan tertidur lelap
Di atas kapuk terlintas benak

 
Kau sekilas serupa dengan kasur
Tujuan terakhirku kondisi apapun
Kau pun sama begitu

 
Peluk aku saat meringkuk sesenggukan
Temaniku saat kesepian
Saksi doaku kala kebingungan
Penuhi nyawaku
Kau seperti kasur tidur
Pejamkan raga yang hancur

 
Pagi-pagi sulit bangkit
Menghadapi realita
Yang pahit
Diatas kapuk, ku ingin terlelap lagi
You might also like 
Peluk aku saat meringkuk sesenggukan
Temaniku saat kesepian
Saksi doaku kala kebingungan
Penuhi nyawaku
Kau seperti kasur tidur
Pejamkan raga yang hancur

 
Sulit gantikan
Pentingnya peran
Dirimu di hidupku
Berikan nyaman aman
Dan teduhkan
Ragaku yang hancur
Kau seperti kasur tidur
Pejamkan raga yang hancur

 
Peluk aku saat meringkuk sesenggukan
Temaniku saat kesepian
Saksi doaku kala kebingungan
Penuhi nyawaku
Kau seperti kasur tidur
Pejamkan raga yang hancur
Ahhh-du-du-du
Saksi doaku kala kebingungan
Penuhi nyawaku
Kau seperti kasur tidur
Pejamkan raga yang hancur
Kau seperti kasur tidur
Pejamkan raga yang hancur",0
Apalah (Arti Menunggu),Raisa," 

 
Telah lama aku bertahan
Demi cinta wujudkan sebuah harapan
Namun ku rasa cukup ku menunggu
Semua rasa t'lah hilang

 
Sekarang aku tersadar
Cinta yang kutunggu tak kunjung datang
Apalah arti aku menunggu
Bila kamu tak cinta lagi

 
Namun ku rasa cukup ku menunggu
Semua rasa t'lah hilang

 
Sekarang aku tersadar
Cinta yang kutunggu tak kunjung datang
Apalah arti aku menunggu
Bila kamu tak cinta lagi

 
Dahulu kaulah segalanya
Dahulu hanya dirimu yang ada di hatiku
Namun sekarang aku mengerti
Tak perlu ku menunggu
Sebuah cinta yang semu
You might also like 
Sekarang aku tersadar
Cinta yang ku tunggu tak kunjung datang
Apalah arti aku menunggu
Bila kamu tak cinta lagi",1
Cinta Dalam Hidupku,Rossa," 
Dalam mimpiku aku bermimpi
Tentang kekasih itu dirimu
Tambatan hati yang telah pergi
Hanya dirimu tak ada lagi

 
Hanya wajahmu yang terukir di dalam hatiku
Abadi dan takkan pernah terganti
Hanya kaulah cinta dalam hidupku
Meskipun langit t'lah memisahkan cinta kita
Aku kan selalu untukmu
Cintamu akan selalu bersemi di hidupku

 
Malam-malamku tanpa dirimu
Terbuai sepi dihias rindu
Resah di dada ingin berjumpa
Ku tak berdaya terbang ke sana

 
Hanya wajahmu yang terukir di dalam hatiku
Abadi dan takkan pernah terganti
Hanya kaulah cinta dalam hidupku
Meskipun langit t'lah memisahkan cinta kita
Aku kan selalu untukmu
Cintamu akan selalu bersemi di hidupku
You might also like 
Hanya wajahmu yang terukir di dalam hatiku
Abadi dan takkan pernah terganti
Hanya kaulah cinta dalam hidupku
Meskipun langit t'lah memisahkan cinta kita
Aku kan selalu untukmu
Cintamu akan selalu bersemi di hidupku",0
Cinta Dalam Hati,Ungu," 

 
Mungkin ini memang jalan takdirku
Mengagumi tanpa dicintai
Tak mengapa bagiku asal kau pun bahagia
Dalam hidupmu, dalam hidupmu
Telah lama ku pendam perasaan itu
Menunggu hatimu menyambut diriku
Tak mengapa bagiku cintaimu pun adalah
Bahagia untukku, bahagia untukku

 
Ku ingin kau tahu diriku di sini menanti dirimu
Meski ku tunggu hingga ujung waktuku
Dan berharap rasa ini 'kan abadi untuk selamanya
Dan izinkan aku memeluk dirimu kali ini saja
'Tuk ucapkan selamat tinggal untuk selamanya
Dan biarkan rasa ini bahagia untuk sekejap saja

 

 
Ku ingin kau tahu diriku di sini menanti dirimu
Meski ku tunggu hingga ujung waktuku
Dan berharap rasa ini 'kan abadi untuk selamanya
Dan izinkan aku memeluk dirimu kali ini saja
'Tuk ucapkan selamat tinggal untuk selamanya
Dan biarkan rasa ini bahagia untuk sekejap saja
You might also like 
Wo-oh
Ah-ah-ah-ha-ah
Ah-ah-ah-ha-ah",1
Mawar Jingga,Juicy Luicy," 

 
Mengapa kita ditakdirkan berjumpa
Padahal kita takkan mungkin ke sana
Ke tujuan sama bertemu di tengahnya
Menunggu yang kutahu sia-sia
Kupetik bunga mawar warna jingga
Hanya semata senyum kau dibuatnya
Tak sadarkan durinya terluka di akhirnya
Mencinta tanpa tahu akibatnya

 
Di sana kau bahkan tak sesaatpun teringat
Ku yang selalu mengingat
Di sana ku bukan yang utama
Di sana kau terlihat bahagia

 
Kupetik bunga mawar warna jingga
Hanya semata senyum kau dibuatnya
Tak sadarkan durinya terluka di akhirnya
Mencinta tanpa tahu akibatnya

 
You might also like 
Di sana kau bahkan tak sesaatpun teringat
Ku yang selalu mengingat
Di sana ku bukan yang utama
Di sana kau terlihat bahagia

 
Angin bawa pergi air mataku ini
Coba kutahan namun tak berhenti
Mengalir 'tuk kau yang takkan mengerti1",1
Lebih Dari Egoku,Mawar de Jongh," 

 
Sulit bagiku menghadapi kamu
Tapi ku takkan menyerah
Kau layak kuperjuangkan
Perih bagiku menahan marahku
Tapi ku akan lakukan
Bahkan lebih dari itu

 
Aku yang minta maaf walau kau yang salah
Aku 'kan menahan walau kau ingin pisah
Karena kamu penting, lebih penting
Dari semua yang kupunya
Jika kamu salah aku akan lupakan
Walau belum tentu kau lakukan yang sama
Karena untukku kamu lebih penting
Dari egoku

 
Perih bagiku menahan marahku
Tapi ku akan lakukan
Bahkan lebih dari itu

 
Aku yang minta maaf walau kau yang salah
Aku 'kan menahan walau kau ingin pisah
Karena kamu penting, lebih penting
Dari semua yang kupunya
Jika kamu salah aku akan lupakan
Walau belum tentu kau lakukan yang sama
Karena untukku kamu lebih penting
Dari egoku
Aku yang minta maaf walau kau yang salah
Aku 'kan menahan walau kau ingin pisah
Karena kamu penting, lebih penting
Dari semua yang kupunya
Jika kamu salah aku akan lupakan
Walau belum tentu kau lakukan yang sama
Karena untukku kamu lebih penting
Dari egokuYou might also like",0
Hampa,Ari Lasso,"Kupejamkan mata ini
Mencoba tuk melupakan
Segala kenangan indah tentang dirimu
Tentang mimpiku

Semakin aku mencoba
Bayangmu semakin nyata
Merasuk hingga ke jiwa
Tuhan tolonglah diriku

Entah dimana dirimu berada
Hampa terasa hidupku tanpa dirimu
Apakah disana kau rindukan aku
Seperti diriku yang selalu merindukanmu
Selalu merindukanmu

Tak bisa aku ingkari
Engkaulah satu satunya
Yang bisa membuat jiwaku

Yang pernah mati menjadi berarti
Namun kini kau menghilang
Bagaikan ditelan bumi
Tak pernah kah kau sadari
Arti cintamu untukku
You might also like
Entah dimana dirimu berada
Hampa terasa hidupku tanpa dirimu
Apakah disana kau rindukan aku
Seperti diriku yang selalu merindukanmu
Selalu merindukanmu
Entah dimana dirimu berada
Hampa terasa hidupku tanpa dirimu
Apakah disana kau rindukan aku
Seperti diriku yang selalu merindukanmu
Selalu merindukanmu
Entah dimana dirimu berada
Hampa terasa hidupku tanpa dirimu
Apakah disana kau rindukan aku
Seperti diriku yang selalu merindukanmu
Selalu merindukanmu1",0
Jikalau,Naif," 
Jikalau telah datang
Waktu yang dinanti
Ku pasti bahagiakan
Dirimu seorang
Kuharap dikau sabar
Menunggu

 
Berilah daku waktu
'Tuk wujudkan semua
Janji ini untukmu
Ku tak akan lupa
Kuharap dikau sabar
Menunggu
Ku pasti akan datang
Untukmu

 
Untaian kata-kata
Yang kuucapkan untukmu
Tak seindah kata cinta
Yang dia berikan padamu
Namun kau selalu ada di
Hatiku
You might also like 
Berilah daku waktu
'Tuk wujudkan semua
Janji ini untukmu
Ku tak akan lupa
Kuharap dikau sabar
Menunggu
Ku pasti akan datang
Untukmu

 

 
Oh, jikalau telah datang
Waktu yang dinanti
Ku pasti bahagiakan
Dirimu seorang
Kuharap dikau sabar
Menunggu
Ku pasti akan datang
Untukmu

 
Kuharap dikau sabar
'Tuk menunggu1",0
Terlanjur Cinta,Rossa,"Waktu bergulir lambat
Merantai langkah perjalanan kita
Berjuta cerita terukir dalam
Menjadi sebuah dilema
Mengertikah engkau perasaanku tak terhapuskan

Malam menangis
Tetes embun membasahi mata hatiku
Mencoba bertahan di atas
Puing-puing cinta yang telah rapuh
Apa yang ku genggam tak mudah untuk aku lepaskan

Aku terlanjur cinta kepadamu
Dan tlah kuberikan sluruh hatiku
Tapi mengapa baru kini kau pertanyakan cintaku
Aku pun tak mengerti yang terjadi
Apa salah dan kurangku padamu
Kini terlambat sudah untuk dipersalahkan
Karna skali cinta aku tetap cinta

Mencoba bertahan di atas
Puing-puing cinta yang telah rapuh
Apa yang ku genggam tak mudah untuk aku lepaskan

Aku terlanjur cinta kepadamu
Dan tlah kuberikan sluruh hatiku
Tapi mengapa baru kini kau pertanyakan cintaku
Kini terlambat sudah untuk dipersalahkan
Karna skali cinta aku tetap cintaYou might also like",0
Cinta Ini Membunuhku,D’MASIV," 
Kau membuat ku berantakan
Kau membuat ku tak karuan
Kau membuat ku tak berdaya
Kau menolakku, acuhkan diriku

Bagaimana caranya untuk
Meruntuhkan kerasnya hatimu
Kusadari ku tak sempurna
Ku tak seperti yang kau inginkan

 
Kau hancurkan aku dengan sikapmu
Tak sadarkah kau telah menyakitiku
Lelah hati ini meyakinkanmu
Cinta ini membunuhku

 
Bagaimana caranya untuk
Meruntuhkan kerasnya hatimu
Kusadari ku tak sempurna
Ku tak seperti yang kau inginkan

 
Kau hancurkan aku dengan sikapmu
Tak sadarkah kau telah menyakitiku
Lelah hati ini meyakinkanmu
Cinta ini membunuhku
You might also like 

 
Kau hancurkan aku dengan sikapmu
Tak sadarkah kau telah menyakitiku
Lelah hati ini meyakinkanmu
Cinta ini membunuhku

 
Lelah hati ini meyakinkan mu
Cinta ini, membunuh ku",1
Kesepian,Vierra," 

 
Di mana, kamu di mana
Di sini, bukan
Ke mana, kamu ke mana
Ke sini, bukan

 
Katanya pergi sebentar
Ternyata lama
Tahukah aku sendiri
Menunggu kamu

 
Jangan pergi-pergi lagi  
Aku 'tak mau sendiri
Temani aku 'tuk sebentar saja
Agar aku 'tak kesepian

 
Katanya pergi sebentar
Ternyata lama
Tahukah aku sendiri
Menunggu kamu
You might also like 

 
Jangan janji-janji terus  
Aku 'tak mau kau bohong
Temani aku 'tuk sebentar saja
Agar aku 'tak kesepian
Jangan pergi-pergi lagi  
Aku 'tak mau sendiri
Temani aku 'tuk sebentar saja
Agar aku 'tak kesepian
Jangan pergi-pergi lagi  
Aku 'tak mau sendiri
Temani aku 'tuk sebentar saja
Agar aku 'tak kesepian
Ah-ah",1
Serana,For Revenge," 

 
Di setiap masa yang telah kulewati
Meluap bersama kisah tak terganti
Senja mulai membiru menunggu yang berlalu
Haru air mata menyela iringi rindunya

 
Jika kumerasa sepi
Kembalilah ke tempatku menanti
Sebelum waktu menuntut mati

 
 
 
 

 
Beritahu aku cara melupakanmu
Seperti kau ajarkanku dewasa
Beritahu aku cara merelakanmu
Seperti kau ajarkanku bahagia

 
You might also like 
Biarkanku menepi jika kau akan kembali
Dan yakinkanku bahwa kau t'lah temukan yang kau cari
Izinkanku membenci pada sang pengganti
Dan yakinkanku bahwa kau t'lah temukan yang kau cari

 
Beritahu aku cara melupakanmu
Seperti kau ajarkanku dewasa
Beritahu aku cara merelakanmu
Seperti kau ajarkanku bahagia
Beritahu aku cara melupakanmu
Seperti kau ajarkanku dewasa
Beritahu aku cara merelakanmu
Seperti kau ajarkanku untuk selalu sempurna",0
Terpikat Senyummu,Idgitaf," 

 
Tak perlu rasa simpati
Kau yang memilih pergi
Tinggalkan ku sendiri, hmm

 
Menyesal pun belum pasti
Yang kurindu memori
Bukan dirimu lagi

 
Kan kupendam sendiri
Kuredam teriakanku sendiri
Bersumpah tak ingin lagi. hmm

 
Tak mau lagi aku
Terpikat senyummu
Yang memabukkanku
Memberi harapan yang entah terlalu jauh
Tak ingin ingat lagi
Kau yang berhasil curi hatiku yang dingin
Tapi kau hempaskan tak sempat kau hangati
Harusnya kutahu memang kau bukan milikku, yeah
You might also like 
Tak perlu engkau kembali
Sudah sampai disini
Bahagiaku menanti

 
Kan kupendam sendiri
Kuredam teriakanku sendiri
Bersumpah tak ingin lagi, hmm

 
Tak mau lagi aku
Terpikat senyummu
Yang memabukkanku
Memberi harapan yang entah terlalu jauh
Tak ingin ingat lagi
Kau yang berhasil curi hatiku yang dingin
Tapi kau hempaskan tak sempat kau hangati
Harusnya ku tahu memang kau bukan milikku
Tak mau lagi aku
Terpikat senyummu
Yang memabukkanku
Memberi harapan yang entah terlalu jauh
Tak ingin ingat lagi
Kau yang berhasil curi hatiku yang dingin
Tapi kau hempaskan tak sempat kau hangati
Harusnya ku tahu memang kau bukan milikku
 
Tak perlu rasa simpati
Kau yang memilih pergi
Tinggalkan ku sendiri",1
Bertahan Terluka,Fabio Asher," 

 
Entah kah prasangkah atau memang benar firasatku
Bahwa dirimu t'lah berubah
Senyummu berbeda
Dan benar saja, ada hati lain yang kau jaga
Seakan-akan 'ku tak bisa membaca
Kau buat seperti tak ada yang terluka

 
Lakukanlah semaumu
Sampai kau lelah menyakitiku
Sebisa 'ku tak kan mengusikmu
'Ku akan mencoba mengerti dirimu

 
Dan benar saja ada hati lain yang kau jaga
Seakan-akan 'ku tak bisa membaca
Kau buat seperti tak ada yang terluka

 
Lakukanlah semaumu
Sampai kau lelah menyakitiku
Sebisa 'ku tak kan mengusikmu
'Ku akan mencoba mengerti dirimu
You might also like 
Andaikan kau tahu rasa sayangku melebihi rasa sakit ini
Mungkin kau takkan pernah menyangka
Mengapa aku tetap di sini

 
Lakukanlah semaumu
Sampai kau lelah mеnyakitiku
Sebisa 'ku takkan mengusikmu
'Ku akan mencoba

 
  lakukanlah  
  terus kau menyakitiku
Sebisa 'ku takkan mengusikmu
'Ku akan mencoba mengerti dirimu",0
Tak Kan Hilang,Budi Doremi," 

Malam memanggil aku dan salahkah kaki ikut saat
Jalan perhatikanku dan tatap menghakimiku
Setan berkata pintu itu takkan dapat dilalui
Kuakui bila bui yang ku tantang
Lepaskan rasa linglung dan lekasku angkat pistol
Hendak ledakkan tingkap langit yang tlah bertingkah
Turut sekehendak hatiku buruk tentang baikku
Kurung segenap janjiku turun mengendap batinku
Tolong tolong hentakku dari kolong-kolong langkahku
Kau olok-olok menggangguku seolah-olah mukaku
Teramat borok dan jorok tak cermat kau lap kacamu
Tanganku mengulur membantu sedangmu mengular depanku
Ini bukan rap, tapi sebuah mantra
Tuk panggil jalangkung tuk membersihkan jalanku
Diterang bulang lampu lewati meja bangku
Yang kosong tanpa tamu namun jiwa tak ku tahu
Seberangi aspal yang dia sudah menghapal
Kikuk derap menggapai seberang lanjut merangkai
Kata dan kata yang terbang bagai Michael
Umpatan ini ungkapkan taring vipher
Tyson beat ini buat telinga berdarah
Fokusku mengarah hanya pada satu arah
Menambahkan sedikit garam pada malam
Dan opini populer ku sedang marah pada Allah
Gereja diam melihat aku berlalu
Kawanan liar mengira aku terganggu
Nyatanya ku tegang memegang ide
Yang sedang meregang nyawa sebuah tepi jurang yang rapuh
Aaah semua pandai jadi juri
Lempar kata berduri bagai puji di kenduri
Malam melarutkan rayu, racun tuk tiduri
Wanita bermata sayu digembala disusui
Lupakan bordil tenang ku menyusuri
Tenda ke tenda berbagai hidang disuguhi
Kopi yang berbuih sungguh sudah ku syukuri
Dan lawatan super hilang yang aku gumuli
Jelas kami penjahat karena membunuh
Pemandangan yang indah dengan tampang kumuh
Domino di tangan tuk alihkan yang di angan
Juga segenap bilangan yang melebih kiamat
Sirine ambulan berlari Usain
Coba jauhi usai dengan doa teruntai
Masalahku kini malu ku mengurai
Sadar cacing di tanah yang bertugas tuk menguraiYou might also like",0
Bunga Tidur,Tulus,"Bekas gincu di sudut bibir kiri
Di depan cermin sabtu pagi
Aku tak tahu ini punya siapa
Cukup jauh dari mabuk rasanya
Untuk tak bermimpi entahlah
Ini pertanda apa
Sering malu karna sujud
Hanya bila tertekan duhai pria
Yang mengaku-ngaku dewasa
Kurun kebal membeku
Dididihkan pun tak mampu
Ini dia si jago pemalu
Bila kau pikir aku sekuat itu
Dua empat tujuh aku bahagia

Reff:
Kau salah kawan
Ku dilindungi dendangan
Ini musikku dia pagar jarak pandangmu
Mustahil tak bercelah
Di depan cermin sabtu pagi
Aku bicara dengan pantulanku
Bunga tidur bisa membawamu terkubur
Jauh dari sekedar angka hantui pikiran
Kadang aku jatuh cinta
Kadang naik si pitam
Kadang gelap malam
Kadang semua tuli
You might also likeReff: 2x
Selama ku lihat engkau senang
Yang lainnya ku simpan sendiri",0
Ku Dengannya Kau Dengan Dia,Afgan," 
Awalnya ku tak bermaksud apapun
Saat ku kenal dirimu
Kita hanya saling bercerita tentang
Ku dengannya kau dengan dia

 
Mengapa Tuhan pertemukan
Kita yang tak mungkin menyatu
Aku yang t'lah terikat janji
Engkau pun begitu

 
Ku coba lawan aturan yang ada
Tuk terus bersamamu
Semakin ku tenggelam dalam keadaan
Semakin ku menginginkanmu lebih

 
Mengapa Tuhan pertemukan
Kita yang tak mungkin menyatu
Aku yang t'lah terikat janji
Engkau pun begitu

 
Semakin menginginkanmu
Semakin tak mungkin satu
You might also like 
Mengapa Tuhan pertemukan
Kita yang tak mungkin menyatu
Aku yang t'lah terikat janji
Engkau pun begitu

 
Ku tahu kau bukan untukku
Mustahil ku hidup denganmu
Satu hal yang harus kau tau
Ku mencintaimu
Ku mencintaimu",0
Jodoh Pasti Bertemu,Afgan," 

 
Ooh
Ooh

 
Andai engkau tahu
Betapa 'ku mencinta
Selalu menjadikanmu
Isi dalam doaku
'Ku tahu 'tak mudah
Menjadi yang kau pinta
'Ku pasrahkan hatiku
Takdir 'kan menjawabnya

 
Jika aku
Bukan jalanmu
'Ku berhenti mengharapkanmu
Jika aku memang
Tercipta untukmu
'Ku kan memilikimu

 
Jodoh pasti bertemu
You might also like 
Andai engkau tahu
Betapa 'ku mencinta
'Ku pasrahkan hatiku
Takdir 'kan menjawabnya

 
Jika aku
Bukan jalanmu
'Ku berhenti mengharapkanmu
Jika aku memang
Tercipta untukmu
'Ku kan memilikimu

 
Jodoh pasti bertemu

 
'Ku tuliskan dinadiku
'Kau yang tercipta untukku
'Ku 'kan memilikimu
Oh-woah  

 
Jika aku  
Bukan jalanmu
'Ku berhenti mengharapkanmu
Jika aku memang
Tercipta untukmu
'Ku kan memilikimu
Jika aku
Bukan jalanmu  
'Ku berhenti mengharapkanmu
Jika aku memang
Tercipta untukmu
'Ku kan memilikimu
 
Jodoh pasti bertemu

 
Ooh
Ooh",0
